record_number,name,birth_year,death_year,details,active_date,title,technique,medium
b13583323,"Waldo, Samuel Lovett",1783,1861,None,,John Adams.,painting,None
b13583360,"Waldo, Samuel Lovett",1783,1861,None,,"Samuel Bard, M.D.",painting,oil on canvas.
b13583463,"Waldo, Samuel Lovett",1783,1861,None,,Bowles Colgate.,painting,None
b13583487,"Waldo, Samuel Lovett",1783,1861,None,,Self-Portrait.,painting,oil on panel.
b10861907,"Waldo, Samuel Lovett",1783,1861,None,,Peter Remsen.,painting,oil on canvas.
b10814206,"Waldo, Samuel Lovett",1783,1861,None,,Peter Remsen.,painting,oil on panel.
b13583542,"Waldo, Samuel Lovett",1783,1861,None,,"The Independent Beggar, Old Pat.",painting,oil on panel.
b11004708,"Waldo, Samuel Lovett",1783,1861,None,,John Adams.,painting,oil on canvas.
b1102690x,"Waldo, Samuel Lovett",1783,1861,None,,Peter Crary.,painting,oil on panel.
b13583347,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Man.,painting,oil on canvas.
b13583396,"Waldo, Samuel Lovett",1783,1861,None,,Abraham Brinckerhoff.,painting,oil on canvas.
b13583414,"Waldo, Samuel Lovett",1783,1861,None,,Peter Remsen.,painting,oil on panel.
b12031598,"Waldo, Samuel Lovett",1783,1861,None,,David Austen.,painting,oil on canvas.
b13583451,"Waldo, Samuel Lovett",1783,1861,None,,Joshua Jones.,painting,oil on canvas.
b11353399,"Waldo, Samuel Lovett",1783,1861,None,,William C. Penney.,painting,oil on canvas.
b10788402,"Waldo, Samuel Lovett",1783,1861,None,,Lockwood de Forest.,painting,oil on panel.
b13583293,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Man.,painting,oil on canvas.
b13583402,"Waldo, Samuel Lovett",1783,1861,None,,Lieutenant John Thomas Newton.,painting,oil on canvas.
b10713323,"Waldo, Samuel Lovett",1783,1861,None,,George Washington Parke Custis.,painting,oil on canvas.
b1358344x,"Waldo, Samuel Lovett",1783,1861,None,,Rodney Smith Church.,painting,None
b10788438,"Waldo, Samuel Lovett",1783,1861,None,,"Samuel Downer, Jr. (1792-1846).",painting,oil on canvas.
b12064038,"Waldo, Samuel Lovett",1783,1861,None,,Rear Admiral Silas Horton Stringham (born 1798).,painting,oil on canvas.
b10911108,"Waldo, Samuel Lovett",1783,1861,None,,Isaac Halsted Williamson.,painting,oil on canvas.
b1091111x,"Waldo, Samuel Lovett",1783,1861,None,,Isaac Halsted Williamson.,painting,oil on canvas.
b10912368,"Waldo, Samuel Lovett",1783,1861,None,,Henry Young.,painting,oil on canvas.
b10911078,"Waldo, Samuel Lovett",1783,1861,None,,Jacob Sherred.,painting,oil on panel.
b13583335,"Waldo, Samuel Lovett",1783,1861,None,,Portrait Said to Represent Josiah Jones.,painting,oil on canvas.
b13583359,"Waldo, Samuel Lovett",1783,1861,None,,Joseph Harper.,painting,oil on canvas.
b1358294x,"Waldo, Samuel Lovett",1783,1861,None,,"Col. John Marshall Gamble, U.S.M.C.",painting,oil on canvas.
b12097871,"Waldo, Samuel Lovett",1783,1861,None,,William Steele.,painting,oil on panel.
b13582975,"Waldo, Samuel Lovett",1783,1861,None,,Joseph Moss White.,painting,oil on canvas.
b13583062,"Waldo, Samuel Lovett",1783,1861,None,,Matthew Clarkson.,painting,None
b1166678x,"Waldo, Samuel Lovett",1783,1861,None,,Samuel P. St. John.,painting,oil on canvas.
b10772972,"Waldo, Samuel Lovett",1783,1861,None,,Captain Alexander Smith Palmer.,painting,None
b13583141,"Waldo, Samuel Lovett",1783,1861,None,,Robert G. L. De Peyster.,painting,oil on panel.
b13583153,"Waldo, Samuel Lovett",1783,1861,None,,David Grimm.,painting,oil on canvas.
b10713293,"Waldo, Samuel Lovett",1783,1861,None,,John Trumbull.,painting,oil on canvas.
b13583207,"Waldo, Samuel Lovett",1783,1861,None,,William Bainbridge.,painting,oil on panel.
b1085261x,"Waldo, Samuel Lovett",1783,1861,None,,Lockwood de Forest.,painting,None
b11027265,"Waldo, Samuel Lovett",1783,1861,None,,Charles Isham.,painting,oil on canvas.
b13582999,"Waldo, Samuel Lovett",1783,1861,None,,Mr. Hutchins.,painting,oil on canvas.
b11014489,"Waldo, Samuel Lovett",1783,1861,None,,General Matthew Clarkson.,painting,oil on canvas.
b10969329,"Waldo, Samuel Lovett",1783,1861,None,,General Matthew Clarkson.,painting,oil on canvas.
b11915195,"Waldo, Samuel Lovett",1783,1861,None,,Durest Blanchet.,painting,oil on panel.
b11907071,"Waldo, Samuel Lovett",1783,1861,None,,John Boonen Graves.,painting,oil on canvas.
b13583177,"Waldo, Samuel Lovett",1783,1861,None,,Henry La Tourette de Groot.,painting,oil on panel.
b13583219,"Waldo, Samuel Lovett",1783,1861,None,,"John McComb, Jr.",painting,oil on canvas.
b13583232,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Gentleman.,painting,None
b13583268,"Waldo, Samuel Lovett",1783,1861,None,,Eldad Holmes.,painting,oil on panel.
b13583281,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Man.,painting,oil on panel.
b12098255,"Waldo, Samuel Lovett",1783,1861,None,,Benjamin Lincoln Swan.,painting,oil on canvas.
b13582963,"Waldo, Samuel Lovett",1783,1861,None,,Dr. John Watts.,painting,None
b13583049,"Waldo, Samuel Lovett",1783,1861,None,,Augustus Wright.,painting,oil on canvas.
b12111880,"Waldo, Samuel Lovett",1783,1861,None,,Gabriel Furman.,painting,panel.
b13583098,"Waldo, Samuel Lovett",1783,1861,None,,Moses Hicks Grinnell.,painting,None
b10781055,"Waldo, Samuel Lovett",1783,1861,None,,Dr. Jacob Harsen.,painting,None
b10921229,"Waldo, Samuel Lovett",1783,1861,None,,Ernesto (or Eugene) Malibran.,painting,oil on canvas.
b13583165,"Waldo, Samuel Lovett",1783,1861,None,,The Reverend Cyrus Mason.,painting,None
b1078844x,"Waldo, Samuel Lovett",1783,1861,None,,"Samuel Downer, Sr.",painting,oil on panel.
b1089942x,"Waldo, Samuel Lovett",1783,1861,None,,Noah Thorpe Pike.,painting,oil on panel.
b13583050,"Waldo, Samuel Lovett",1783,1861,None,,John Eric.,painting,oil on canvas.
b10899455,"Waldo, Samuel Lovett",1783,1861,None,,General Matthew Clarkson.,painting,oil on canvas.
b13582628,"Waldo, Samuel Lovett",1783,1861,None,,John McComb.,painting,oil on canvas.
b12074597,"Waldo, Samuel Lovett",1783,1861,None,,Don Tomaso Martínez.,painting,oil on canvas.
b11350349,"Waldo, Samuel Lovett",1783,1861,None,,General Andrew Jackson.,painting,oil on canvas.
b1358277x,"Waldo, Samuel Lovett",1783,1861,None,,Cadwallader D. Colden.,painting,None
b13582781,"Waldo, Samuel Lovett",1783,1861,None,,General Andrew Jackson.,painting,oil on canvas.
b1358280x,"Waldo, Samuel Lovett",1783,1861,None,,"Old Pat, The Independent Beggar.",painting,oil on panel.
b1071330x,"Waldo, Samuel Lovett",1783,1861,None,,Major General Andrew Jackson.,painting,oil on canvas.
b1202904x,"Waldo, Samuel Lovett",1783,1861,None,,Judge Robert Johnston.,painting,oil on canvas.
b11021664,"Waldo, Samuel Lovett",1783,1861,None,,"Schuyler Livingston, Jr.",painting,oil on panel.
b13582835,"Waldo, Samuel Lovett",1783,1861,None,,Philemon Halstead.,painting,None
b10997520,"Waldo, Samuel Lovett",1783,1861,None,,"David Clarkson, Jr.",painting,oil on canvas.
b11993145,"Waldo, Samuel Lovett",1783,1861,None,,Andrew Jackson.,painting,oil on panel.
b13582847,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Man.,painting,oil on panel.
b12029129,"Waldo, Samuel Lovett",1783,1861,None,,General Matthew Clarkson.,painting,oil on canvas.
b10969354,"Waldo, Samuel Lovett",1783,1861,None,,Jonathan Goodhue.,painting,oil on canvas.
b13582859,"Waldo, Samuel Lovett",1783,1861,None,,James Gould.,painting,oil on canvas.
b13582860,"Waldo, Samuel Lovett",1783,1861,None,,Commodore Isaac Hull.,painting,oil on panel.
b11917052,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of James Alexander.,painting,oil on canvas.
b13582896,"Waldo, Samuel Lovett",1783,1861,None,,Lewis Curtis.,painting,oil on panel.
b13582641,"Waldo, Samuel Lovett",1783,1861,None,,Samuel Smith.,painting,None
b11503105,"Waldo, Samuel Lovett",1783,1861,None,,Washington Irving.,painting,None
b13582653,"Waldo, Samuel Lovett",1783,1861,None,,Mr. Griffin.,painting,oil on canvas.
b13582677,"Waldo, Samuel Lovett",1783,1861,None,,"Schuyler Livingston, Sr.",painting,oil on panel.
b10969305,"Waldo, Samuel Lovett",1783,1861,None,,William Jewett.,painting,oil on canvas.
b13582689,"Waldo, Samuel Lovett",1783,1861,None,,Cornelius Heyer.,painting,None
b13582690,"Waldo, Samuel Lovett",1783,1861,None,,Nathaniel Paulding.,painting,None
b12097718,"Waldo, Samuel Lovett",1783,1861,None,,McDonald Clarke.,painting,oil on canvas.
b13582707,"Waldo, Samuel Lovett",1783,1861,None,,"William Handy, M.D.",painting,oil on canvas.
b11017764,"Waldo, Samuel Lovett",1783,1861,None,,George Waldo Abbe.,painting,oil on panel.
b12057599,"Waldo, Samuel Lovett",1783,1861,None,,John Griswold.,painting,None
b1207049x,"Waldo, Samuel Lovett",1783,1861,None,,Robert Gilbert Livingston de Peyster.,painting,oil on canvas.
b10990288,"Waldo, Samuel Lovett",1783,1861,None,,Timothy Pickering.,painting,None
b13582719,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Man.,painting,oil on canvas.
b13582720,"Waldo, Samuel Lovett",1783,1861,None,,Jacob D. Clute.,painting,oil on canvas.
b13582732,"Waldo, Samuel Lovett",1783,1861,None,,Andrew Kirkpatrick.,painting,oil on canvas.
b13582744,"Waldo, Samuel Lovett",1783,1861,None,,Alexander Macomb.,painting,None
b13582756,"Waldo, Samuel Lovett",1783,1861,None,,John Jacob Astor.,painting,oil on canvas.
b13582768,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Man.,painting,oil on canvas.
b10899388,"Waldo, Samuel Lovett",1783,1861,None,,Isaac Marquand.,painting,oil on canvas.
b10814978,"Waldo, Samuel Lovett",1783,1861,None,,Andrew Kirkpatrick.,painting,oil on canvas.
b11940025,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Nicholas Devereux (Mary Dolbeare Butler).,painting,oil on canvas.
b11895615,"Waldo, Samuel Lovett",1783,1861,None,,Anne Harriotte Lee (Mrs. John Lloyd).,painting,oil on board.
b13583670,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. John Marshall Gamble (Letitia Lang).,painting,oil on canvas.
b11666717,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Samuel P. St. John (Sophia Jenkins Williams).,painting,oil on canvas.
b12097767,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Elbert Jefferson Anderson (Martha Maria Ellery).,painting,None
b1078102x,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Charles W. Wardell (Ann Stevens Bool).,painting,oil on panel.
b11017752,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. George Waldo Abbe (Charlotte Colgate).,painting,oil on panel.
b13583748,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Lady.,painting,oil on canvas.
b1358375x,"Waldo, Samuel Lovett",1783,1861,None,,Ann Van Brunt Clute.,painting,None
b12098231,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Benjamin Lincoln Swan (Mary Saidler).,painting,oil on canvas.
b13583621,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Sampson V.S. Wilder.,painting,oil on canvas.
b10852682,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. A. Woodruff Brown (Emily Pendleton Mandeville).,painting,oil on canvas.
b11026649,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. John Adams (Ann Glover).,painting,oil on canvas.
b11015317,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Henry Perkins (Mary Shaw Woodbridge).,painting,oil on canvas.
b11907678,"Waldo, Samuel Lovett",1783,1861,None,,Helen Waldo (Mrs. Albert W. Sanford).,painting,oil on canvas.
b12031616,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. David Austen.,painting,oil on canvas.
b13583645,"Waldo, Samuel Lovett",1783,1861,None,,Miss Harper.,painting,oil on panel.
b13583773,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. William Steele (Mary Dayton).,painting,oil on panel.
b13583803,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Wynant Van Zandt (Marie Allaire Underhill).,painting,oil on canvas.
b13583827,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Lady.,painting,oil on canvas.
b13583839,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Bowles Colgate (Lourina Townsend).,painting,on canvas.
b10772911,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Nathan Fellows Dixon (Elizabeth Palmer).,painting,None
b10899431,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Elizabeth (or Annie) Parcells.,painting,oil on panel.
b13583852,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. David L. Haight (Ann M. Kip).,painting,oil on canvas.
b10453404,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Archibald Gracie (Esther Rogers).,painting,oil on canvas.
b10788414,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. John Rogers (Mary Pixton).,painting,oil on panel.
b1190558x,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. George Colgate.,painting,oil on canvas.
b11027253,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Charles Isham (Flora Bradley).,painting,oil on canvas.
b13583931,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Hutchins.,painting,oil on canvas.
b11026911,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Peter Crary (Elizabeth Dennison).,painting,oil on panel.
b11907332,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. John Boonen Graves (Sarah Attwood).,painting,oil on canvas.
b12074652,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. William C. Penny.,painting,oil on canvas.
b13583918,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Joseph Harper (Elizabeth Kolyer).,painting,oil on canvas.
b10788451,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Lockwood de Forest (Mehetabel Wheeler).,painting,oil on panel.
b11905591,"Waldo, Samuel Lovett",1783,1861,None,,Miss Martha Glover.,painting,oil on canvas.
b13583566,"Waldo, Samuel Lovett",1783,1861,None,,Sarah L. Smith.,painting,None
b10968982,"Waldo, Samuel Lovett",1783,1861,None,,Portrait of a Lady.,painting,oil on canvas.
b11021676,"Waldo, Samuel Lovett",1783,1861,None,,"Schuyler Livingston, Jr. (Ann Eliza Hosie).",painting,oil on panel.
b13583578,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Philemon Halstead (Deborah Davenport).,painting,None
b12108133,"Waldo, Samuel Lovett",1783,1861,None,,Margaret Mercer.,painting,oil on canvas.
b13583591,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. Samuel Lovett Waldo (Deliverance Mapes).,painting,oil on panel.
b13583608,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. McNeill (Martha Kingsley).,painting,oil on panel.
b11916886,"Waldo, Samuel Lovett",1783,1861,None,,Mrs. James Alexander (Mary Spratt).,painting,oil on canvas.
b11018094,"Waldo, Samuel Lovett",1783,1861,None,,"Mrs. David Clarkson, Jr. (Elizabeth French).",painting,oil on canvas.
b11008052,"Wales, Nathaniel F.",1795,1815,active,,"Hezekiah Parmelee, Jr. (?).",painting,oil on canvas.
b13584066,"Wales, Nathaniel F.",1795,1815,active,,Captain Nathan Sage.,painting,oil on canvas.
b13584078,"Wales, Nathaniel F.",1795,1815,active,,Mrs. Nathan Sage (Huldah Ranney).,painting,oil on canvas.
b11008064,"Wales, Nathaniel F.",1795,1815,active,,"Mrs. Hezekiah Parmelee, Jr. (Elizabeth Cook)(?).",painting,oil on canvas.
b12626971,"Walker, George",Unknown,Unknown,"attributed to, active, approximately",1792,John Leigh (died 1832).,miniature,ivory.
b10735781,"Walker, Horatio",1858,1938,None,,Spring - Man Digging.,drawing,watercolor.
b10735768,"Walker, William Aiken",1839,1921,None,,The Old Traveler.,painting,oil on canvas.
b13584686,"Walker, William Aiken",1839,1921,None,,In the Cottonfield.,painting,None
b13584698,"Walker, William Aiken",1839,1921,None,,Possum Hunter.,painting,oil on panel.
b13584704,"Walker, William Aiken",1839,1921,None,,Woman with Handful of Cotton.,painting,None
b13584716,"Walker, William Aiken",1839,1921,None,,In the Cottonfield.,painting,None
b13584728,"Walker, William Aiken",1839,1921,None,,Cotton Picker with Basket.,painting,oil on panel.
b13584662,"Walker, William Aiken",1839,1921,None,,Self-Portrait.,painting,None
b13584789,"Walkowitz, Abraham",1880,1965,None,,Man and Woman.,painting,"watercolor, charcoal, and graphite on paper."
b13584777,"Walkowitz, Abraham",1880,1965,None,,"Isadora Duncan, 1916.",painting,watercolor.
b10912095,"Wall, William Allen",1801,1885,attributed to,,Abraham H. Howland.,painting,oil on canvas.
b10983296,"Wall, William Allen",1801,1885,attributed to,,Captain Isaiah West.,painting,oil on canvas.
b10983600,"Wall, William Allen",1801,1885,attributed to,,Captain Henry C. West.,painting,oil on canvas.
b10969536,"Wall, William Allen",1801,1885,None,,Edward S. Cannon.,painting,oil on canvas.
b10969494,"Wall, William Allen",1801,1885,None,,Susan Emlen Rodman.,painting,oil on canvas.
b11506660,"Wall, William Allen",1801,1885,None,,Dr. William Cushing Whitridge.,painting,oil on canvas.
b10969500,"Wall, William Allen",1801,1885,None,,Self-Portrait.,painting,oil on canvas.
b10969469,"Wall, William Allen",1801,1885,None,,George Howland.,painting,oil on canvas.
b10983739,"Wall, William Allen",1801,1885,None,,Captain Arthur Cox.,painting,oil on canvas.
b10975275,"Wall, William Allen",1801,1885,None,,Abraham Russell.,painting,oil on canvas.
b10969482,"Wall, William Allen",1801,1885,None,,Edmund M. Pryor.,painting,oil on canvas.
b11909493,"Wall, William Allen",1801,1885,None,,Jineh Perry.,painting,oil on canvas.
b13584832,"Wall, William Allen",1801,1885,None,,Nathaniel Parker Willis.,painting,oil on canvas.
b10969470,"Wall, William Allen",1801,1885,None,,William Rotch.,painting,oil on canvas.
b10969512,"Wall, William Allen",1801,1885,None,,Major John Coggeshall.,painting,oil on canvas.
b11506696,"Wall, William Allen",1801,1885,None,,Mrs. William Cushing Whitridge (Olivia Cushing).,painting,oil on canvas.
b10969457,"Wall, William Allen",1801,1885,None,,Mrs. Jineh Perry (Nancy Nye).,painting,oil on canvas.
b13584844,"Wall, William Allen",1801,1885,None,,Mrs. William Whitridge (Mary Cushing).,painting,oil on canvas.
b10975354,"Wall, William Allen",1801,1885,None,,Sarah Schumacher Russell.,painting,oil on canvas.
b12098383,"Wallace, Benjamin A.",1824,1825,"attributed to, active",,Mrs. James Gibson (Elizabeth Bordley).,painting,oil on canvas.
b11365626,"Wallace, Benjamin A.",1824,1825,active,,Jonathan Southwick.,painting,oil on canvas.
b13585162,"Wallace, Benjamin A.",1824,1825,active,,Mrs. Charles Crommelin.,painting,oil on canvas.
b13585150,"Wallace, Benjamin A.",1824,1825,active,,Mrs. Clarkson Crolius (Elizabeth Meyer).,painting,oil on canvas.
b1358523x,"Walters, Susane",Unknown,Unknown,active,,Memorial to Nicholas M.S. Catlin.,painting,oil on canvas.
b13585253,"Waltman, Harry Franklin",1871,1951,None,,William H. Hayes.,painting,None
b13585265,"Waltman, Harry Franklin",1871,1951,None,,John Philip Sousa.,painting,oil on canvas.
b13585289,"Walton, Henry",Unknown,Unknown,active,,J.P. Jenks.,painting,watercolor.
b13585277,"Walton, Henry",Unknown,Unknown,active,19th century,Mary Ann Smith.,painting,watercolor.
b11800264,"Walton, Katharine",Unknown,1928,None,Unknown,Dr. Henry Roland Walton.,miniature,on ivory.
b11800288,"Walton, Katharine",Unknown,1928,None,Unknown,Mrs. Henry Roland Walton (Julianna Ballard Kent).,miniature,on ivory.
b13585307,"Ward, Edgar Melville",1839,1915,None,,The Coppersmith.,painting,oil on canvas.
b13585320,"Ward, John Quincy Adams",1830,1910,None,,Sketching - Emanuel Leutze and George Fuller.,drawing,None
b13585575,"Warrell, James",1780,Unknown,approximately,,Archibald Alexander.,painting,oil on canvas.
b13585563,"Warrell, James",1780,Unknown,approximately,,"John Tyler, Sr.",painting,oil on canvas.
b13585551,"Warrell, James",1780,Unknown,approximately,,John Taylor.,painting,oil on canvas.
b13585587,"Warrell, James",1780,Unknown,approximately,,Mrs. Robert Stanard (Jane Stith Craig).,painting,oil on canvas.
